Sample Name 	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[fraction identifier]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 2263	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180418_HF_ZHW_total_liver29_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F44.raw	44										
Sample 2264	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180418_HF_ZHW_total_liver29_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F45.raw	45										
Sample 2265	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180418_HF_ZHW_total_liver29_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F46.raw	46										
Sample 2266	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180418_HF_ZHW_total_liver29_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F47.raw	47										
Sample 2267	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180418_HF_ZHW_total_liver29_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F48.raw	48										
Sample 2268	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F01.raw	1										
Sample 2269	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F02.raw	2										
Sample 2270	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F03.raw	3										
Sample 2271	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F04.raw	4										
Sample 2272	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F05.raw	5										
Sample 2273	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F06.raw	6										
Sample 2274	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F07.raw	7										
Sample 2275	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F08.raw	8										
Sample 2276	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F09.raw	9										
Sample 2277	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F10.raw	10										
Sample 2278	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F11.raw	11										
Sample 2279	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F12.raw	12										
Sample 2280	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F13.raw	13										
Sample 2281	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F14.raw	14										
Sample 2282	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F15.raw	15										
Sample 2283	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F16.raw	16										
Sample 2284	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F17.raw	17										
Sample 2285	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F18.raw	18										
Sample 2286	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F19.raw	19										
Sample 2287	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F20.raw	20										
Sample 2288	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F21.raw	21										
Sample 2289	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F22.raw	22										
Sample 2290	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F23.raw	23										
Sample 2291	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180630_fusion_zhw_TMT11_liver30_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F24.raw	24										
Sample 2292	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F01.raw	1										
Sample 2293	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F02.raw	2										
Sample 2294	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F03.raw	3										
Sample 2295	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F04.raw	4										
Sample 2296	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F05.raw	5										
Sample 2297	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F06.raw	6										
Sample 2298	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F07.raw	7										
Sample 2299	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F08.raw	8										
Sample 2300	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F09.raw	9										
Sample 2301	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F10.raw	10										
Sample 2302	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F11.raw	11										
Sample 2303	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F12.raw	12										
Sample 2304	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F13.raw	13										
Sample 2305	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F14.raw	14										
Sample 2306	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F15.raw	15										
Sample 2307	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F16.raw	16										
Sample 2308	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F17.raw	17										
Sample 2309	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F18.raw	18										
Sample 2310	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F19.raw	19										
Sample 2311	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F20.raw	20										
Sample 2312	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F21.raw	21										
Sample 2313	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F22.raw	22										
Sample 2314	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F23.raw	23										
Sample 2315	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F24.raw	24										
Sample 2316	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F25.raw	25										
Sample 2317	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F26.raw	26										
Sample 2318	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F27.raw	27										
Sample 2319	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F28.raw	28										
Sample 2320	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F29.raw	29										
Sample 2321	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F30.raw	30										
Sample 2322	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F31.raw	31										
Sample 2323	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F32.raw	32										
Sample 2324	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F33.raw	33										
Sample 2325	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F34.raw	34										
Sample 2326	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F35.raw	35										
Sample 2327	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F36.raw	36										
Sample 2328	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F37.raw	37										
Sample 2329	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F38.raw	38										
Sample 2330	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F39.raw	39										
Sample 2331	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F40.raw	40										
Sample 2332	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F41.raw	41										
Sample 2333	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F42.raw	42										
Sample 2334	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F43.raw	43										
Sample 2335	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F44.raw	44										
Sample 2336	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F45.raw	45										
Sample 2337	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F46.raw	46										
Sample 2338	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F47.raw	47										
Sample 2339	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180424_HF_ZHW_total_liver30_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F48.raw	48										
Sample 2340	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F01.raw	1										
Sample 2341	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F02.raw	2										
Sample 2342	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F03.raw	3										
Sample 2343	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F04.raw	4										
Sample 2344	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F05.raw	5										
Sample 2345	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F06.raw	6										
